month_TA1305000030,week_TA1305000030,day_TA1305000030,hour_TA1305000030,month_TA1306000010,week_TA1306000010,day_TA1306000010,hour_TA1306000010,month_TA1307000120,week_TA1307000120,day_TA1307000120,hour_TA1307000120,month_TA1307000126,week_TA1307000126,day_TA1307000126,hour_TA1307000126,y
9,1,28,17,0,0,0,0,0,0,0,0,0,0,0,0,15
9,1,28,18,0,0,0,0,0,0,0,0,0,0,0,0,2
9,1,28,19,0,0,0,0,0,0,0,0,0,0,0,0,1
9,1,28,20,0,0,0,0,0,0,0,0,0,0,0,0,2
9,1,28,21,0,0,0,0,0,0,0,0,0,0,0,0,1
9,1,28,22,0,0,0,0,0,0,0,0,0,0,0,0,1
9,1,28,23,0,0,0,0,0,0,0,0,0,0,0,0,1
9,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1
9,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
9,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,4
